2024-04-01T12:51:34.486+02:00 r= ip=  INFO 42791 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : Starting SeprIndividualAssignmentApplication using Java 21 with PID 42791 (/Users/deluxe/uni/ss2024/sepr/projekt/backend/target/classes started by deluxe in /Users/deluxe/uni/ss2024/sepr/projekt/backend)
2024-04-01T12:51:34.501+02:00 r= ip=  INFO 42791 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : No active profile set, falling back to 1 default profile: "default"
2024-04-01T13:16:18.337+02:00 r=3d0a471fb574 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/1 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:18.343+02:00 r=3d0a471fb574 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/1
2024-04-01T13:16:18.357+02:00 r=3d0a471fb574 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/1 status=200 time=19ms
2024-04-01T13:16:18.384+02:00 r=b85e0c5c8412 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:18.388+02:00 r=b85e0c5c8412 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:16:18.412+02:00 r=b85e0c5c8412 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=27ms
2024-04-01T13:16:32.463+02:00 r=4b65bbc33a85 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:32.466+02:00 r=4b65bbc33a85 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/51
2024-04-01T13:16:32.470+02:00 r=4b65bbc33a85 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/51 status=200 time=5ms
2024-04-01T13:16:40.727+02:00 r=b91f2d25f62b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:40.730+02:00 r=b91f2d25f62b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/51 status=200 time=1ms
2024-04-01T13:16:40.735+02:00 r=ff8f8d1e3aa5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> PUT /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:40.743+02:00 r=ff8f8d1e3aa5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : PUT /horses/HorseDetailDto[id=51, name=i will be deleted soon!, sex=MALE, dateOfBirth=2023-01-01, height=15.2, weight=1200.0, breed=BreedDto[id=-19, name=Welsh Cob]]
2024-04-01T13:16:40.753+02:00 r=ff8f8d1e3aa5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< PUT /horses/51 status=200 time=15ms
2024-04-01T13:16:40.775+02:00 r=75682ceb2179 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:40.778+02:00 r=75682ceb2179 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:16:40.788+02:00 r=75682ceb2179 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=12ms
2024-04-01T13:16:47.368+02:00 r=7d1ec77e18b7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:47.370+02:00 r=7d1ec77e18b7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/51
2024-04-01T13:16:47.376+02:00 r=7d1ec77e18b7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/51 status=200 time=8ms
2024-04-01T13:16:48.752+02:00 r=577b50b7fd35 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:48.756+02:00 r=577b50b7fd35 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/51 status=200 time=3ms
2024-04-01T13:16:48.760+02:00 r=42d762cd7bb8 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/51 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:48.763+02:00 r=42d762cd7bb8 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/51
2024-04-01T13:16:48.770+02:00 r=42d762cd7bb8 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/51 status=200 time=9ms
2024-04-01T13:16:48.789+02:00 r=dca414bb9005 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:16:48.793+02:00 r=dca414bb9005 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:16:48.812+02:00 r=dca414bb9005 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=21ms
2024-04-01T13:17:39.581+02:00 r=8120e708ad76 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:39.589+02:00 r=8120e708ad76 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:17:39.602+02:00 r=8120e708ad76 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=19ms
2024-04-01T13:17:46.264+02:00 r=52a2203e612b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/39 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:46.267+02:00 r=52a2203e612b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/39
2024-04-01T13:17:46.275+02:00 r=52a2203e612b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/39 status=200 time=8ms
2024-04-01T13:17:47.601+02:00 r=95ca4b3b0c96 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/39 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:47.611+02:00 r=95ca4b3b0c96 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/39 status=200 time=4ms
2024-04-01T13:17:47.620+02:00 r=0a1ef768bbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/39 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:47.624+02:00 r=0a1ef768bbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/39
2024-04-01T13:17:47.629+02:00 r=0a1ef768bbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/39 status=200 time=8ms
2024-04-01T13:17:47.649+02:00 r=c0934251eebe ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:47.652+02:00 r=c0934251eebe ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:17:47.663+02:00 r=c0934251eebe ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=13ms
2024-04-01T13:17:54.453+02:00 r=c3a63e0efbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:17:54.462+02:00 r=c3a63e0efbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:17:54.475+02:00 r=c3a63e0efbdd ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=21ms
2024-04-01T13:24:16.544+02:00 r=43340aae5800 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:24:16.553+02:00 r=43340aae5800 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:24:16.578+02:00 r=43340aae5800 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=33ms
2024-04-01T13:24:18.841+02:00 r=167d46434a1b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:24:18.844+02:00 r=167d46434a1b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:24:18.857+02:00 r=167d46434a1b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=14ms
2024-04-01T13:25:05.755+02:00 r=adecb4505104 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:25:05.760+02:00 r=adecb4505104 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:25:05.776+02:00 r=adecb4505104 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=20ms
2024-04-01T13:27:53.060+02:00 r=465515307b4b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:27:53.066+02:00 r=465515307b4b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:27:53.081+02:00 r=465515307b4b ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=19ms
2024-04-01T13:27:55.618+02:00 r=c1df423cb998 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:27:55.625+02:00 r=c1df423cb998 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:27:55.633+02:00 r=c1df423cb998 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=14ms
2024-04-01T13:28:52.946+02:00 r=438da6231d71 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:28:52.953+02:00 r=438da6231d71 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:28:52.964+02:00 r=438da6231d71 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=17ms
2024-04-01T13:37:41.595+02:00 r=fcb22e094651 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:37:41.603+02:00 r=fcb22e094651 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:37:41.617+02:00 r=fcb22e094651 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=20ms
2024-04-01T13:39:29.044+02:00 r=53c246587b2a ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:39:29.048+02:00 r=53c246587b2a ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:39:29.065+02:00 r=53c246587b2a ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=20ms
2024-04-01T13:41:34.376+02:00 r=dc2989b46b82 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:34.385+02:00 r=dc2989b46b82 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:41:34.397+02:00 r=dc2989b46b82 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=19ms
2024-04-01T13:41:41.927+02:00 r=b7a51881de1c ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:41.935+02:00 r=b7a51881de1c ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:41:41.951+02:00 r=b7a51881de1c ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=21ms
2024-04-01T13:41:46.572+02:00 r=4a978fa4e1c7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/3 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:46.577+02:00 r=4a978fa4e1c7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/3 status=200 time=4ms
2024-04-01T13:41:46.584+02:00 r=b587032ed645 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/3 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:46.588+02:00 r=b587032ed645 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/3
2024-04-01T13:41:46.602+02:00 r=b587032ed645 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/3 status=200 time=17ms
2024-04-01T13:41:46.610+02:00 r=c390b2bb6f69 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:46.612+02:00 r=c390b2bb6f69 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:41:46.620+02:00 r=c390b2bb6f69 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=9ms
2024-04-01T13:41:48.892+02:00 r=4aab577a751e ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/4 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:48.896+02:00 r=4aab577a751e ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/4 status=200 time=3ms
2024-04-01T13:41:48.902+02:00 r=09a500295c14 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/4 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:48.906+02:00 r=09a500295c14 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/4
2024-04-01T13:41:48.911+02:00 r=09a500295c14 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/4 status=200 time=8ms
2024-04-01T13:41:48.921+02:00 r=15ae19232d23 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:48.928+02:00 r=15ae19232d23 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:41:48.938+02:00 r=15ae19232d23 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=15ms
2024-04-01T13:41:50.082+02:00 r=b680bdf75f19 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/5 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:50.087+02:00 r=b680bdf75f19 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/5 status=200 time=3ms
2024-04-01T13:41:50.091+02:00 r=d734b8206b0e ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/5 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:50.094+02:00 r=d734b8206b0e ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/5
2024-04-01T13:41:50.097+02:00 r=d734b8206b0e ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/5 status=200 time=6ms
2024-04-01T13:41:50.105+02:00 r=3dc1601175d5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:50.109+02:00 r=3dc1601175d5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-04-01T13:41:50.117+02:00 r=3dc1601175d5 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=11ms
2024-04-01T13:41:50.965+02:00 r=38bdb30a16f7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/6 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:50.968+02:00 r=38bdb30a16f7 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/6 status=200 time=2ms
2024-04-01T13:41:50.974+02:00 r=0eba0f9f2f68 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/6 UA=Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0
2024-04-01T13:41:50.976+02:00 r=0eba0f9f2f68 ip=127.0.0.1  INFO 42791 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : Delete /horses/6
